Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Under paid,employee_count,Over Worked ,Number of Promotions,Year Since Last Promotion ,Salary Hike %,Number of company worked,Overtime,Distance from Home,Commute Category,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
23863,44,Female,27,Finance,8937,0,1,0,0,0,7,7,No,83,Far,Master’s Degree,Single,0,Senior,Medium,53,No,No,No,Good,Medium,Stayed
23864,49,Female,2,Finance,3284,1,1,0,0,0,8,3,No,70,Far,Bachelor’s Degree,Married,0,Mid,Small,41,No,No,No,Fair,Medium,Stayed
23865,35,Male,15,Technology,8667,1,1,0,0,0,21,0,No,73,Far,High School,Single,3,Senior,Medium,49,No,No,No,Good,Low,Stayed
23866,33,Female,1,Healthcare,8799,0,1,0,0,0,16,7,No,36,Far,Master’s Degree,Married,1,Mid,Small,60,Yes,No,No,Good,Medium,Stayed
23867,48,Male,15,Technology,7185,1,1,0,0,0,8,2,Yes,29,Medium,High School,Married,1,Entry,Small,85,No,No,No,Poor,Low,Left
23868,35,Female,21,Education,5360,0,1,0,3,3,15,2,No,6,Near,High School,Married,1,Senior,Small,59,No,No,Yes,Good,Low,Stayed
23869,45,Male,13,Technology,10471,0,1,0,0,0,8,7,No,40,Far,Bachelor’s Degree,Single,2,Entry,Small,23,No,No,Yes,Good,Medium,Left
23870,59,Female,9,Media,5936,1,1,0,0,0,5,0,No,59,Far,Associate Degree,Single,4,Mid,Medium,18,No,No,Yes,Excellent,Medium,Left
23871,23,Male,3,Technology,9126,0,1,0,2,4,15,0,No,53,Far,Associate Degree,Married,2,Mid,Medium,38,No,No,No,Excellent,Low,Stayed
23872,34,Female,12,Education,3702,1,1,0,2,2,30,7,Yes,6,Near,High School,Divorced,4,Senior,Medium,68,No,No,No,Fair,High,Stayed
23873,33,Male,20,Healthcare,8190,0,1,0,1,2,16,0,Yes,40,Far,Associate Degree,Single,1,Entry,Medium,64,No,No,No,Poor,Low,Left
23874,24,Male,11,Education,4345,1,1,0,1,3,9,4,No,46,Far,PhD,Married,4,Entry,Medium,77,No,No,No,Excellent,Medium,Stayed
23875,32,Male,4,Technology,9805,0,1,0,1,4,11,1,No,49,Far,Associate Degree,Married,1,Mid,Large,22,No,No,Yes,Fair,Low,Stayed
23876,38,Female,10,Technology,9495,0,1,0,1,1,26,3,No,65,Far,Bachelor’s Degree,Married,1,Entry,Small,28,No,No,Yes,Poor,High,Left
23877,31,Male,20,Technology,7975,1,1,0,0,0,22,7,No,65,Far,Associate Degree,Single,0,Mid,Small,65,No,Yes,No,Poor,Low,Left
23878,48,Male,3,Healthcare,7235,1,1,0,0,0,12,6,No,38,Far,Master’s Degree,Married,4,Mid,Small,19,No,No,No,Fair,Medium,Left
23879,52,Male,9,Technology,8570,1,1,0,0,0,7,1,No,27,Medium,Bachelor’s Degree,Married,1,Mid,Small,62,Yes,No,No,Poor,High,Stayed
23880,38,Male,13,Healthcare,7360,1,1,0,2,1,15,3,Yes,31,Far,Master’s Degree,Married,1,Entry,Medium,26,No,No,No,Good,Low,Stayed
23881,20,Male,4,Media,5459,1,1,0,2,3,9,5,No,75,Far,Bachelor’s Degree,Single,0,Mid,Medium,33,No,No,No,Good,Medium,Left
23882,54,Female,34,Education,4838,0,1,0,3,2,8,7,Yes,4,Near,High School,Married,0,Mid,Medium,54,No,No,Yes,Poor,Low,Stayed
23883,36,Male,27,Education,4418,1,1,1,0,0,19,1,Yes,31,Far,Master’s Degree,Married,4,Mid,Medium,45,No,No,No,Good,High,Stayed
23884,34,Female,18,Media,5752,1,1,0,1,1,24,0,No,25,Medium,Bachelor’s Degree,Married,1,Mid,Small,78,No,No,No,Good,Medium,Stayed
23885,44,Female,17,Healthcare,7374,1,1,0,1,2,5,6,No,14,Medium,Bachelor’s Degree,Single,3,Mid,Medium,65,No,No,No,Good,Low,Stayed
23886,41,Male,15,Healthcare,8488,0,1,0,1,4,8,3,No,18,Medium,High School,Single,2,Entry,Medium,74,No,No,No,Good,Very High,Stayed
23887,33,Male,6,Healthcare,6956,1,1,0,2,1,17,5,No,23,Medium,Associate Degree,Single,0,Entry,Medium,18,Yes,No,No,Good,Low,Left
23888,45,Female,29,Education,5141,0,1,0,2,1,7,3,No,14,Medium,Associate Degree,Divorced,2,Mid,Medium,99,Yes,No,No,Excellent,Medium,Stayed
23889,37,Male,7,Media,6203,0,1,0,2,2,30,7,Yes,16,Medium,Bachelor’s Degree,Married,2,Mid,Medium,43,No,No,No,Good,Low,Stayed
23890,46,Female,3,Technology,9368,0,1,0,2,1,5,6,No,28,Medium,Associate Degree,Married,3,Mid,Medium,42,No,No,No,Good,High,Left
23891,42,Male,31,Finance,10310,0,1,0,0,0,9,0,No,2,Near,Associate Degree,Married,3,Entry,Medium,72,Yes,No,No,Good,Low,Left
23892,19,Female,2,Education,5025,0,1,0,0,0,10,6,No,68,Far,High School,Single,5,Senior,Large,35,No,No,No,Good,Very High,Left
23893,41,Female,23,Education,3574,1,1,0,0,0,5,4,No,78,Far,Bachelor’s Degree,Married,0,Mid,Small,77,Yes,No,Yes,Fair,Medium,Stayed
23894,19,Female,9,Technology,7950,1,1,0,0,0,8,0,Yes,93,Far,PhD,Married,1,Mid,Large,44,No,No,No,Poor,Low,Stayed
23895,19,Female,4,Healthcare,8795,0,1,0,2,3,14,4,No,90,Far,High School,Married,3,Senior,Medium,31,No,No,No,Good,Low,Stayed
23896,28,Male,20,Healthcare,8641,0,1,0,0,0,23,3,No,85,Far,Bachelor’s Degree,Single,5,Entry,Medium,30,No,No,Yes,Good,Medium,Stayed
23897,27,Male,3,Education,5299,0,1,0,1,1,15,1,Yes,94,Far,High School,Single,1,Senior,Medium,44,No,No,No,Fair,Low,Left
23898,25,Male,5,Technology,10571,0,1,0,0,0,8,5,No,27,Medium,High School,Married,3,Mid,Medium,53,No,Yes,No,Fair,Low,Stayed
23899,45,Male,11,Healthcare,8447,0,1,0,0,0,12,6,Yes,38,Far,PhD,Married,0,Mid,Small,19,No,No,No,Good,Medium,Stayed
23900,24,Female,10,Technology,9403,0,1,0,0,0,13,0,No,87,Far,Associate Degree,Divorced,3,Senior,Medium,83,No,No,No,Poor,Low,Stayed
23901,34,Male,20,Finance,10023,0,1,0,1,1,30,4,No,71,Far,Bachelor’s Degree,Single,0,Entry,Small,70,No,No,Yes,Excellent,High,Stayed
23902,42,Female,11,Healthcare,7551,1,1,0,0,0,9,5,No,52,Far,Bachelor’s Degree,Married,0,Mid,Small,39,No,No,No,Poor,Medium,Stayed
23903,53,Male,3,Healthcare,8338,0,1,0,0,0,12,3,No,15,Medium,Bachelor’s Degree,Married,1,Entry,Medium,33,No,No,No,Good,Medium,Stayed
23904,32,Female,19,Healthcare,6224,1,1,0,0,0,11,3,No,39,Far,Bachelor’s Degree,Single,1,Entry,Large,44,No,Yes,No,Good,High,Left
23905,45,Male,24,Education,4898,0,1,0,0,0,11,5,No,38,Far,Bachelor’s Degree,Single,3,Mid,Small,101,No,No,No,Good,High,Left
23906,39,Female,5,Healthcare,7925,1,1,0,0,0,25,2,No,45,Far,Bachelor’s Degree,Single,2,Senior,Medium,83,No,No,Yes,Fair,High,Left
23907,31,Male,8,Media,6050,0,1,0,2,4,12,4,No,96,Far,Associate Degree,Married,0,Mid,Medium,65,No,No,No,Fair,High,Stayed
23908,33,Female,8,Finance,9686,0,1,0,3,2,10,6,No,51,Far,Master’s Degree,Married,0,Senior,Medium,34,No,No,Yes,Good,High,Stayed
23909,48,Female,15,Healthcare,7701,1,1,0,1,3,11,6,Yes,53,Far,Bachelor’s Degree,Married,2,Senior,Medium,40,No,No,No,Poor,Low,Left
23910,25,Male,3,Technology,10279,0,1,0,0,0,13,1,No,62,Far,High School,Divorced,1,Entry,Medium,17,No,No,No,Good,Low,Left
23911,41,Male,33,Education,5349,0,1,0,1,1,5,3,No,72,Far,High School,Married,5,Senior,Medium,100,No,No,No,Good,Low,Stayed
23912,31,Female,19,Healthcare,7982,1,1,0,0,0,13,7,No,23,Medium,Bachelor’s Degree,Single,3,Mid,Medium,21,Yes,No,No,Good,Very High,Stayed
23913,32,Female,18,Finance,6742,1,1,0,0,0,24,3,Yes,58,Far,High School,Divorced,0,Entry,Small,79,No,No,No,Good,Very High,Left
23914,40,Female,16,Technology,7914,1,1,0,0,0,24,0,Yes,63,Far,High School,Married,0,Mid,Medium,70,No,No,No,Poor,High,Stayed
23915,27,Female,15,Technology,8662,1,1,0,3,2,23,1,Yes,49,Far,Master’s Degree,Divorced,0,Mid,Medium,33,No,No,No,Good,Low,Left
23916,25,Male,12,Media,5899,1,1,0,0,0,13,6,No,74,Far,High School,Married,4,Mid,Large,36,No,No,No,Fair,Low,Stayed
23917,25,Male,5,Finance,7372,1,1,0,0,0,13,2,No,59,Far,Associate Degree,Divorced,2,Mid,Large,59,No,No,No,Fair,High,Stayed
23918,24,Female,13,Technology,10216,0,1,0,2,4,12,2,No,83,Far,Associate Degree,Married,1,Senior,Medium,91,No,Yes,No,Good,Low,Stayed
23919,22,Female,14,Healthcare,7464,1,1,1,0,0,9,3,Yes,64,Far,Associate Degree,Single,1,Entry,Medium,81,No,No,No,Poor,Low,Left
23920,39,Male,10,Education,4251,1,1,0,1,4,28,4,No,87,Far,Bachelor’s Degree,Married,3,Entry,Small,60,Yes,Yes,No,Good,Low,Stayed
23921,35,Male,10,Technology,12509,0,1,0,0,0,21,4,No,7,Near,Bachelor’s Degree,Single,0,Mid,Medium,48,Yes,No,No,Excellent,High,Stayed
23922,51,Female,13,Education,4871,0,1,0,0,0,7,2,No,4,Near,Associate Degree,Married,0,Mid,Small,67,No,No,No,Poor,Low,Stayed
23923,49,Male,32,Finance,10091,0,1,0,0,0,9,1,No,81,Far,Master’s Degree,Married,4,Entry,Medium,86,No,No,No,Good,High,Stayed
23924,52,Male,36,Healthcare,6442,1,1,0,0,0,7,4,No,30,Medium,Bachelor’s Degree,Married,3,Entry,Small,64,Yes,No,Yes,Good,Low,Stayed
23925,43,Male,13,Healthcare,7886,1,1,0,0,0,8,0,Yes,38,Far,Associate Degree,Single,2,Mid,Medium,63,No,No,No,Poor,Low,Left
23926,39,Male,1,Technology,9567,0,1,0,0,0,19,7,No,52,Far,Associate Degree,Single,2,Entry,Large,79,No,No,No,Good,Low,Left
23927,42,Female,31,Media,5791,1,1,0,0,0,8,4,No,19,Medium,High School,Married,4,Entry,Small,87,No,No,No,Good,High,Left
23928,29,Female,15,Healthcare,9474,0,1,0,2,4,20,1,No,99,Far,Master’s Degree,Single,1,Entry,Small,55,No,No,No,Poor,Low,Left
23929,58,Female,18,Technology,6025,1,1,0,0,0,5,2,Yes,43,Far,Bachelor’s Degree,Married,1,Senior,Medium,96,No,No,No,Good,Medium,Stayed
23930,32,Female,5,Education,3810,1,1,0,2,4,21,4,No,33,Far,Bachelor’s Degree,Single,3,Entry,Small,17,No,No,No,Fair,Low,Left
23931,44,Female,2,Healthcare,9637,0,1,0,4,4,8,7,Yes,66,Far,High School,Single,1,Mid,Medium,65,Yes,No,No,Excellent,Low,Left
23932,57,Male,23,Healthcare,6964,1,1,0,0,0,5,6,No,65,Far,Bachelor’s Degree,Married,0,Mid,Large,32,No,No,Yes,Good,Low,Stayed
23933,58,Male,8,Finance,11062,0,1,0,2,3,12,0,No,53,Far,High School,Married,1,Mid,Medium,10,No,No,No,Good,High,Stayed
23934,21,Male,3,Technology,10642,0,1,0,0,0,13,3,No,70,Far,High School,Single,3,Mid,Small,34,Yes,No,No,Good,Medium,Left
23935,31,Female,7,Healthcare,7915,1,1,0,0,0,17,4,No,11,Medium,Bachelor’s Degree,Single,3,Mid,Medium,52,No,No,No,Poor,Low,Left
23936,42,Male,5,Healthcare,7785,1,1,0,0,0,12,7,No,32,Far,Bachelor’s Degree,Married,1,Entry,Medium,51,No,Yes,No,Good,Medium,Stayed
23937,32,Male,16,Education,4362,1,1,0,0,0,10,0,Yes,49,Far,Associate Degree,Married,1,Mid,Large,30,No,No,No,Good,Low,Stayed
23938,23,Female,12,Healthcare,9491,0,1,0,0,0,10,4,No,1,Near,Master’s Degree,Married,5,Mid,Large,71,Yes,No,No,Good,Very High,Stayed
23939,28,Male,8,Technology,9867,0,1,0,0,0,13,3,No,4,Near,Bachelor’s Degree,Married,2,Mid,Large,76,No,No,Yes,Good,Low,Stayed
23940,46,Male,16,Healthcare,7532,1,1,0,2,4,6,0,Yes,3,Near,Bachelor’s Degree,Single,0,Entry,Large,34,No,No,No,Poor,Low,Left
23941,53,Female,14,Media,5839,1,1,0,0,0,5,3,No,6,Near,PhD,Married,0,Mid,Medium,42,No,No,Yes,Good,Low,Stayed
23942,19,Male,1,Healthcare,7762,1,1,0,0,0,12,5,Yes,45,Far,Master’s Degree,Married,2,Senior,Medium,62,No,No,No,Good,High,Stayed
23943,57,Female,24,Education,4930,0,1,0,1,1,10,6,No,77,Far,Bachelor’s Degree,Married,1,Mid,Medium,43,No,No,No,Good,Low,Stayed
23944,44,Female,8,Healthcare,6506,1,1,0,0,0,12,2,Yes,83,Far,High School,Married,0,Entry,Small,12,No,No,No,Fair,Medium,Left
23945,32,Female,11,Finance,7427,1,1,0,1,4,11,0,No,10,Near,Associate Degree,Single,3,Mid,Small,56,No,No,No,Excellent,High,Left
23946,42,Male,10,Media,6886,0,1,0,1,4,7,4,No,23,Medium,Associate Degree,Single,5,Mid,Medium,58,No,No,No,Good,Medium,Stayed
23947,30,Female,2,Education,4497,0,1,0,0,0,16,3,Yes,69,Far,Master’s Degree,Married,0,Mid,Medium,42,No,No,No,Fair,Medium,Left
23948,40,Male,21,Finance,8335,1,1,0,1,2,15,1,Yes,93,Far,High School,Single,1,Senior,Small,37,No,No,No,Fair,Low,Left
23949,53,Male,26,Healthcare,7164,1,1,0,0,0,9,1,No,62,Far,Bachelor’s Degree,Divorced,3,Mid,Large,40,No,No,No,Fair,Low,Stayed
23950,30,Male,14,Media,5634,1,1,0,2,2,25,5,Yes,66,Far,Associate Degree,Married,0,Mid,Medium,56,No,No,No,Poor,Very High,Left
23951,37,Male,5,Education,5545,0,1,0,0,0,24,2,Yes,26,Medium,PhD,Single,3,Senior,Small,11,Yes,No,No,Fair,Medium,Stayed
23952,23,Female,1,Technology,7969,1,1,0,0,0,8,5,No,40,Far,High School,Married,4,Entry,Large,22,No,No,No,Good,Medium,Stayed
23953,26,Female,2,Healthcare,7721,1,1,0,0,0,19,1,No,31,Far,Bachelor’s Degree,Married,2,Senior,Medium,8,Yes,No,No,Good,High,Stayed
23954,50,Female,32,Healthcare,9138,0,1,0,1,4,8,6,No,69,Far,Associate Degree,Married,1,Mid,Medium,47,No,No,No,Poor,High,Stayed
23955,41,Male,8,Healthcare,8348,0,1,1,1,1,10,7,Yes,16,Medium,Master’s Degree,Divorced,3,Mid,Medium,85,No,No,Yes,Poor,Medium,Left
23956,27,Male,2,Education,4086,1,1,0,1,1,22,4,No,50,Far,Master’s Degree,Single,0,Senior,Large,75,No,No,Yes,Good,Medium,Left
23957,37,Male,26,Education,4814,0,1,0,2,2,21,5,No,76,Far,Associate Degree,Single,6,Entry,Small,29,No,No,Yes,Good,Low,Left
23958,59,Female,22,Education,4299,1,1,0,2,4,5,5,Yes,24,Medium,Bachelor’s Degree,Single,1,Mid,Large,23,No,No,No,Fair,Medium,Left
23959,38,Male,3,Technology,11035,0,1,0,1,1,19,7,No,83,Far,High School,Married,2,Entry,Medium,68,No,No,Yes,Good,Low,Left
23960,36,Female,13,Healthcare,9026,0,1,0,0,0,26,2,No,44,Far,High School,Married,0,Entry,Medium,49,No,No,No,Good,High,Left
23961,36,Male,6,Healthcare,8883,0,1,0,0,0,24,2,No,44,Far,Associate Degree,Single,2,Senior,Small,21,No,No,No,Good,Low,Left
23962,49,Male,30,Finance,8393,1,1,0,2,1,11,7,Yes,89,Far,Associate Degree,Single,0,Entry,Small,83,No,No,No,Fair,Medium,Left
23963,56,Male,38,Technology,9054,1,1,0,1,4,7,5,Yes,31,Far,Bachelor’s Degree,Single,2,Entry,Small,90,No,No,No,Fair,Low,Left
23964,50,Female,28,Technology,11353,0,1,0,1,3,5,5,No,79,Far,Associate Degree,Divorced,0,Entry,Medium,73,Yes,No,Yes,Good,Medium,Stayed
23965,33,Female,11,Technology,9082,1,1,0,2,1,21,0,Yes,47,Far,Master’s Degree,Married,3,Mid,Large,41,No,No,Yes,Good,High,Stayed
23966,59,Male,24,Education,5269,0,1,0,0,0,5,7,No,61,Far,Master’s Degree,Single,3,Mid,Medium,88,Yes,No,No,Good,Low,Stayed
23967,52,Female,24,Technology,11660,0,1,0,1,1,5,4,No,96,Far,Bachelor’s Degree,Married,4,Mid,Medium,37,No,No,No,Good,High,Stayed
23968,44,Female,6,Technology,6511,1,1,0,0,0,10,5,No,10,Near,Bachelor’s Degree,Single,0,Mid,Large,30,No,Yes,No,Good,High,Left
23969,54,Female,33,Media,6377,0,1,0,0,0,11,1,No,87,Far,Master’s Degree,Single,1,Senior,Medium,95,No,No,No,Poor,High,Left
23970,34,Female,25,Technology,11340,0,1,0,2,2,23,6,Yes,77,Far,Associate Degree,Single,1,Entry,Small,58,No,No,Yes,Fair,Low,Left
23971,40,Female,16,Education,4676,0,1,0,2,3,18,1,No,85,Far,High School,Single,2,Mid,Small,93,No,No,Yes,Fair,Medium,Left
23972,40,Male,5,Technology,8297,1,1,0,1,3,25,7,Yes,83,Far,PhD,Single,1,Entry,Medium,59,No,No,No,Poor,Low,Left
23973,28,Female,13,Technology,7304,1,1,0,3,3,24,7,Yes,8,Near,Master’s Degree,Married,0,Mid,Medium,23,No,No,No,Good,Medium,Stayed
23974,59,Female,31,Healthcare,8096,0,1,0,2,3,11,0,No,50,Far,Master’s Degree,Married,2,Entry,Medium,34,No,No,No,Good,Medium,Left
23975,53,Female,9,Media,5674,1,1,0,2,3,12,0,Yes,44,Far,Bachelor’s Degree,Married,5,Senior,Medium,68,No,No,No,Fair,Low,Stayed
23976,44,Male,7,Media,6433,0,1,0,0,0,12,2,Yes,82,Far,High School,Divorced,1,Mid,Medium,23,No,No,Yes,Good,Medium,Stayed
23977,50,Male,28,Technology,8559,1,1,0,3,3,5,0,No,38,Far,Master’s Degree,Married,0,Mid,Small,57,No,No,Yes,Good,High,Stayed
23978,47,Male,25,Healthcare,8944,0,1,0,0,0,5,5,No,61,Far,Associate Degree,Married,1,Entry,Medium,103,No,No,No,Good,Low,Left
23979,51,Female,13,Finance,9351,0,1,0,1,2,5,1,Yes,56,Far,Bachelor’s Degree,Divorced,1,Entry,Medium,73,No,No,No,Good,Medium,Left
23980,39,Male,7,Technology,7832,1,1,0,2,4,20,4,No,73,Far,High School,Married,0,Entry,Small,62,No,No,No,Good,High,Left
23981,49,Female,32,Technology,7529,1,1,0,3,4,11,0,Yes,66,Far,Master’s Degree,Single,3,Entry,Small,76,No,No,Yes,Fair,Low,Left
23982,57,Male,37,Finance,8611,0,1,0,1,1,5,0,No,27,Medium,High School,Single,2,Entry,Large,80,No,No,No,Excellent,Low,Left
23983,22,Female,7,Healthcare,6553,1,1,0,0,0,8,3,Yes,84,Far,Associate Degree,Married,1,Senior,Medium,42,No,No,No,Good,High,Stayed
23984,32,Female,2,Media,4841,1,1,0,0,0,13,6,No,35,Far,Bachelor’s Degree,Single,2,Mid,Medium,60,No,No,No,Good,Low,Left
23985,52,Male,15,Media,5933,1,1,0,2,2,5,7,No,44,Far,Associate Degree,Married,3,Mid,Medium,70,No,No,No,Excellent,High,Stayed
23986,28,Female,14,Healthcare,7419,1,1,0,2,3,20,5,No,31,Far,Bachelor’s Degree,Married,5,Senior,Medium,40,No,No,No,Fair,Medium,Left
23987,51,Female,18,Technology,9153,0,1,0,0,0,9,7,No,91,Far,Bachelor’s Degree,Married,4,Entry,Medium,65,No,No,No,Good,Low,Left
23988,33,Female,9,Media,5962,1,1,0,0,0,12,3,No,72,Far,Bachelor’s Degree,Single,1,Mid,Small,54,No,No,No,Fair,Low,Left
23989,29,Male,15,Healthcare,7607,1,1,0,0,0,21,4,No,29,Medium,Master’s Degree,Divorced,4,Senior,Medium,71,Yes,No,No,Excellent,Medium,Stayed
23990,50,Female,33,Technology,7703,1,1,0,0,0,10,7,No,12,Medium,Bachelor’s Degree,Married,2,Mid,Large,72,No,Yes,No,Fair,High,Stayed
23991,57,Male,41,Media,5721,1,1,0,4,3,8,4,No,8,Near,High School,Married,0,Mid,Large,114,Yes,No,Yes,Good,Medium,Stayed
23992,22,Female,4,Technology,6721,1,1,1,1,3,13,4,Yes,71,Far,Bachelor’s Degree,Married,2,Mid,Small,49,No,No,No,Poor,Medium,Left
23993,38,Male,13,Technology,7849,1,1,0,0,0,24,4,Yes,39,Far,Associate Degree,Divorced,3,Senior,Medium,92,No,No,No,Poor,Medium,Stayed
23994,51,Female,4,Education,4315,1,1,0,0,0,5,1,No,75,Far,High School,Divorced,4,Mid,Large,65,No,No,No,Good,Low,Stayed
23995,58,Male,49,Healthcare,8681,0,1,0,0,0,7,3,No,94,Far,Bachelor’s Degree,Single,3,Entry,Medium,96,Yes,No,No,Good,Medium,Stayed
23996,52,Female,18,Healthcare,7919,1,1,0,1,2,8,5,No,24,Medium,Associate Degree,Married,1,Senior,Small,88,No,No,No,Poor,Low,Stayed
23997,35,Female,7,Education,4042,1,1,0,0,0,25,2,Yes,16,Medium,High School,Divorced,1,Entry,Medium,58,No,No,No,Good,Medium,Left
23998,22,Female,7,Education,3942,1,1,0,0,0,8,7,No,91,Far,Master’s Degree,Married,1,Mid,Small,45,No,No,No,Poor,Low,Left
23999,51,Male,24,Healthcare,8672,0,1,0,2,4,5,7,No,36,Far,High School,Married,1,Mid,Small,75,No,No,No,Good,Medium,Stayed
24000,26,Male,12,Technology,7559,1,1,0,2,3,11,3,Yes,23,Medium,Associate Degree,Single,1,Entry,Medium,13,No,No,No,Good,High,Left
24001,57,Male,29,Finance,9210,0,1,0,2,4,9,7,Yes,69,Far,Bachelor’s Degree,Married,1,Senior,Medium,53,No,No,No,Good,High,Stayed
24002,40,Female,11,Technology,7072,1,1,0,1,2,17,2,No,29,Medium,Bachelor’s Degree,Divorced,0,Senior,Medium,27,Yes,No,No,Good,Low,Stayed
24003,23,Male,4,Technology,8834,1,1,0,2,1,11,7,No,61,Far,Master’s Degree,Single,0,Entry,Large,48,No,No,No,Fair,Low,Left
24004,18,Male,2,Technology,8199,1,1,0,0,0,13,0,No,39,Far,Bachelor’s Degree,Divorced,1,Mid,Medium,26,No,No,No,Poor,Very High,Left
24005,45,Male,23,Finance,6306,1,1,0,1,1,8,3,No,37,Far,High School,Single,5,Mid,Medium,82,No,No,No,Poor,Low,Left
24006,39,Female,25,Education,5301,0,1,0,2,4,25,3,No,41,Far,Master’s Degree,Married,1,Entry,Medium,29,No,No,No,Poor,Low,Left
24007,54,Female,36,Education,5749,0,1,0,0,0,9,2,No,89,Far,Master’s Degree,Single,0,Mid,Medium,80,No,No,No,Fair,Low,Left
24008,53,Male,28,Education,4821,0,1,0,0,0,6,1,No,53,Far,Bachelor’s Degree,Divorced,0,Entry,Small,96,No,No,No,Good,Low,Left
24009,38,Female,12,Education,3900,1,1,0,2,2,30,2,No,57,Far,Bachelor’s Degree,Married,0,Mid,Small,63,No,No,No,Good,Medium,Left
24010,35,Male,9,Healthcare,7324,1,1,0,1,1,26,2,No,36,Far,Master’s Degree,Married,2,Entry,Small,29,No,No,No,Poor,Low,Stayed
24011,43,Male,14,Healthcare,8373,0,1,0,1,3,11,6,No,93,Far,Master’s Degree,Married,0,Entry,Large,22,No,No,No,Poor,High,Left
24012,33,Male,23,Finance,10207,0,1,0,0,0,13,5,No,36,Far,Bachelor’s Degree,Single,5,Entry,Large,35,No,No,No,Good,Medium,Stayed
24013,32,Female,7,Education,4268,1,1,0,1,3,17,1,Yes,34,Far,High School,Married,1,Mid,Medium,34,No,No,No,Poor,Medium,Left
24014,37,Female,4,Education,3284,1,1,0,0,0,17,7,Yes,28,Medium,Associate Degree,Single,3,Entry,Large,83,No,No,Yes,Good,High,Stayed
24015,30,Male,6,Technology,7855,1,1,0,0,0,25,1,No,1,Near,PhD,Single,1,Mid,Medium,78,Yes,No,No,Fair,High,Stayed
24016,45,Male,13,Education,3139,1,1,0,0,0,7,2,No,27,Medium,Bachelor’s Degree,Single,1,Senior,Small,37,No,No,Yes,Poor,Medium,Stayed
24017,39,Female,25,Education,4745,0,1,0,1,1,20,6,Yes,10,Near,Bachelor’s Degree,Single,4,Mid,Medium,47,Yes,No,No,Fair,High,Stayed
24018,47,Female,6,Education,4596,0,1,0,1,4,6,0,Yes,51,Far,Associate Degree,Single,5,Mid,Medium,84,No,No,No,Excellent,High,Left
24019,49,Male,27,Media,6062,0,1,0,1,3,11,7,Yes,86,Far,Associate Degree,Single,3,Entry,Large,83,No,No,No,Good,Medium,Left
24020,43,Male,11,Finance,10078,0,1,0,0,0,11,7,No,54,Far,Bachelor’s Degree,Married,0,Mid,Medium,55,No,No,No,Good,Low,Stayed
24021,54,Male,21,Media,6442,0,1,0,2,3,9,3,No,32,Far,PhD,Single,3,Entry,Medium,74,No,No,No,Good,Low,Stayed
24022,38,Male,23,Technology,10054,0,1,0,0,0,21,6,Yes,55,Far,Bachelor’s Degree,Married,1,Entry,Small,100,No,No,No,Poor,Low,Left
24023,51,Female,5,Technology,7804,1,1,0,2,1,12,4,Yes,8,Near,Master’s Degree,Married,3,Entry,Small,37,No,No,No,Excellent,High,Stayed
24024,53,Male,21,Technology,8409,1,1,0,1,2,7,1,No,82,Far,Master’s Degree,Married,0,Entry,Large,52,No,No,Yes,Good,Medium,Stayed
24025,25,Male,9,Technology,9780,0,1,0,3,2,12,3,Yes,85,Far,Bachelor’s Degree,Married,0,Mid,Large,16,No,No,No,Fair,Low,Stayed
24026,40,Female,32,Healthcare,5773,1,1,0,1,3,16,1,No,97,Far,Associate Degree,Married,4,Mid,Large,100,No,No,No,Fair,Low,Left
24027,24,Female,4,Education,5432,0,1,0,0,0,10,0,No,85,Far,Associate Degree,Single,1,Mid,Medium,19,No,No,No,Fair,High,Left
24028,26,Female,14,Healthcare,7760,1,1,0,0,0,25,0,Yes,28,Medium,Associate Degree,Divorced,2,Senior,Small,83,No,No,No,Good,High,Stayed
24029,27,Male,19,Education,3914,1,1,0,2,2,24,6,No,24,Medium,Master’s Degree,Single,6,Mid,Large,76,No,No,No,Excellent,Low,Left
24030,46,Female,14,Media,6722,0,1,0,0,0,12,2,No,37,Far,Associate Degree,Married,1,Entry,Medium,62,No,No,No,Good,Low,Left
24031,44,Female,31,Media,6151,0,1,0,0,0,6,6,No,1,Near,PhD,Divorced,1,Mid,Large,76,No,No,No,Good,Medium,Stayed
24032,45,Female,11,Technology,9318,0,1,0,2,1,5,6,No,69,Far,Associate Degree,Married,2,Senior,Medium,48,No,No,Yes,Excellent,Low,Stayed
24033,52,Female,33,Healthcare,7774,1,1,0,0,0,7,6,No,30,Medium,Associate Degree,Married,4,Mid,Medium,105,Yes,No,No,Good,Low,Stayed
24034,32,Male,6,Education,4528,0,1,0,0,0,23,1,Yes,49,Far,Bachelor’s Degree,Single,1,Entry,Small,31,No,No,No,Good,Low,Left
24035,25,Female,6,Education,2556,1,1,0,3,1,13,6,No,48,Far,Master’s Degree,Single,2,Entry,Medium,13,No,No,No,Poor,Medium,Left
24036,47,Male,29,Finance,4600,1,1,0,0,0,7,0,No,99,Far,High School,Divorced,3,Entry,Medium,91,No,No,No,Poor,Medium,Stayed
24037,32,Female,23,Technology,6943,1,1,0,3,2,19,5,No,36,Far,Bachelor’s Degree,Single,1,Entry,Medium,102,No,No,Yes,Poor,High,Left
